season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,MP Yadav,Mayank Yadav,1,0,13,0,13.00,2,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1292563.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Yash Thakur,Yash Thakur,3.5,1,30,5,7.82,14,3,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1070196.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,KH Pandya,Krunal Pandya,4,0,11,3,2.75,13,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2024.0,1422139,LSG v GT,LSG,GT,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Ravi Bishnoi,Ravi Bishnoi,2,0,8,1,4.00,5,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,TU Deshpande,Tushar Deshpande,4,0,33,3,8.25,12,4,1,2,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,22,2,5.50,16,3,0,2,1,False,https://www.espncricinfo.com/ci/content/player/330902.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,SN Thakur,Shardul Thakur,3,0,27,0,9.00,3,3,0,1,1,False,https://www.espncricinfo.com/ci/content/player/475281.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,M Theekshana,Maheesh Theekshana,4,0,28,1,7.00,13,0,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1138316.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,RA Jadeja,Ravindra Jadeja,4,0,18,3,4.50,11,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/234675.html
2024.0,1426260,CSK v KKR,CSK,KKR,CSK,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,1,R Ravindra,Rachin Ravindra,1,0,4,0,4.00,2,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/959767.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,MA Starc,Mitchell Starc,3,0,29,0,9.66,7,5,0,2,0,False,https://www.espncricinfo.com/ci/content/player/311592.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,VG Arora,Vaibhav Arora,4,0,28,2,7.00,11,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1209292.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,AS Roy,Anukul Roy,1.4,0,18,0,10.80,4,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1079839.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,SP Narine,Sunil Narine,4,0,30,1,7.50,5,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,CV Varun,Varun Chakravarthy,4,0,26,0,6.50,11,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2024.0,1426260,CSK v KKR,CSK,KKR,KKR,"MA Chidambaram Stadium, Chepauk, Chennai",Chennai,India,2,AD Russell,Andre Russell,1,0,8,0,8.00,2,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,K Rabada,Kagiso Rabada,4,0,32,1,8.00,13,4,1,1,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,Arshdeep Singh,Arshdeep Singh,4,0,29,4,7.25,12,3,1,2,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,SM Curran,Sam Curran,4,0,41,2,10.25,9,2,3,1,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,HV Patel,Harshal Patel,4,0,30,2,7.50,8,4,0,1,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,PBKS,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,1,Harpreet Brar,Harpreet Brar,4,0,48,0,12.00,7,5,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,B Kumar,Bhuvneshwar Kumar,4,1,32,2,8.00,13,6,0,2,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,PJ Cummins,Pat Cummins,4,0,22,1,5.50,11,3,0,0,0,True,https://www.espncricinfo.com/ci/content/player/489889.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,T Natarajan,T Natarajan,4,0,33,1,8.25,8,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,K Nitish Kumar Reddy,Nitish Kumar Reddy,3,0,33,1,11.00,6,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1175496.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,JD Unadkat,Jaydev Unadkat,4,0,49,1,12.25,7,0,5,3,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2024.0,1426261,PBKS v SRH,PBKS,SRH,SRH,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Mohali,India,2,Shahbaz Ahmed,Shahbaz Ahmed,1,0,10,0,10.00,1,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
