comment_id,season,match_id,match_name,home_team,away_team,current_innings,innings_id,over,ball,runs,shortText,isBoundary,isWide,isNoball,batsman1_id,batsman1_name,batsman1_runs,batsman1_balls,bowler1_id,bowler1_name,bowler1_overs,bowler1_maidens,bowler1_runs,bowler1_wkts,batsman2_id,batsman2_name,batsman2_runs,batsman2_balls,bowler2_id,bowler2_name,bowler2_overs,bowler2_maidens,bowler2_runs,bowler2_wkts,wicket_id,wkt_batsman_name,wkt_bowler_name,wkt_batsman_runs,wkt_batsman_balls,wkt_text,isRetiredHurt,text,preText,postText
215070,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,16,6,1,"Green to Jadeja, 1 run",False,False,False,234675,Ravindra Jadeja,19,13,1076713,Cameron Green,3.0,0,27,2,714451,Shivam Dube,15,16,940973.0,Mohammed Siraj,3.0,0.0,30.0,0.0,,,,,,,False,Shimmies down the track and scythes the good length ball to deep cover,,
216010,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,1,2,"Joseph to Jadeja, 2 runs",False,False,False,234675,Ravindra Jadeja,21,14,670031,Alzarri Joseph,2.1,0,20,0,714451,Shivam Dube,15,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,"Back of a length ball outside off, he thrashes it away to deep point. Some confusion and the result is an over-throw. What happened is a throw was fired from the deep who hit direct at the striker's end. Rawat, meanwhile feels there is a chance of a run out at the non-striker's end. He lobs the ball, misses and there is no one backing up",,
216020,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,2,2,"Joseph to Jadeja, 2 runs",False,False,False,234675,Ravindra Jadeja,23,15,670031,Alzarri Joseph,2.2,0,22,0,714451,Shivam Dube,15,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,"Banged in short at pace hurrying Jadeja who mistimes his pull towards long on. But because he had completely miscued it, the bowler had to sprint across. They take two.",,
216030,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,3,1,"Joseph to Jadeja, 1 run",False,False,False,234675,Ravindra Jadeja,24,16,670031,Alzarri Joseph,2.3,0,23,0,714451,Shivam Dube,15,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,"Back of a length ball outside off, he pulls it to deep midwicket",,
216050,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,4,4,"Joseph to Dube, FOUR",True,False,False,714451,Shivam Dube,19,17,670031,Alzarri Joseph,2.4,0,28,0,234675,Ravindra Jadeja,24,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,"Oh, that's so neatly done by Dube. Back of a length ball on off. Dube stays leg side of the ball and just helps it past point. Used the pace of the ball much to his advantage",,
216040,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,4,1,"Joseph to Dube, 1 wide",False,True,False,714451,Shivam Dube,15,16,670031,Alzarri Joseph,2.3,0,24,0,234675,Ravindra Jadeja,24,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,Banged in short and again that is quite short outside. A wide is a result,,
216070,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,5,4,"Joseph to Dube, 4 byes",False,False,False,714451,Shivam Dube,19,18,670031,Alzarri Joseph,2.5,0,29,0,234675,Ravindra Jadeja,24,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,"<strong>Beats the batter, beats the keeper and CSK collect four byes!</strong> That was banged in short at pace outside off. Dube looks for a ramp, misses as the ball hurries to Rawat who leaps with both hands up. The ball clips the tip of his fingers and runs away. Looks like he has hurt his fingers as well. Out comes the physio.",,
216060,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,5,1,"Joseph to Dube, 1 wide",False,True,False,714451,Shivam Dube,19,17,670031,Alzarri Joseph,2.4,0,29,0,234675,Ravindra Jadeja,24,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,Another wayward bouncer down leg. Called a wide again,,
216080,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,17,6,1,"Joseph to Dube, 1 run",False,False,False,714451,Shivam Dube,20,19,670031,Alzarri Joseph,3.0,0,30,0,234675,Ravindra Jadeja,24,16,1076713.0,Cameron Green,3.0,0.0,27.0,2.0,,,,,,,False,"Back of a length ball on off, he pushes it to long off for a run",<p>All set to continue</p>,
217010,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,18,1,0,"Mohammed Siraj to Dube, no run",False,False,False,714451,Shivam Dube,20,20,940973,Mohammed Siraj,3.1,0,30,0,234675,Ravindra Jadeja,24,16,670031.0,Alzarri Joseph,3.0,0.0,30.0,0.0,,,,,,,False,"Very high full toss, almost a waist-high no ball. It was on the stump and Dube can only bunt it to extra cover",<p>Siraj</p>,
217020,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,18,2,4,"Mohammed Siraj to Dube, FOUR",True,False,False,714451,Shivam Dube,24,21,940973,Mohammed Siraj,3.2,0,34,0,234675,Ravindra Jadeja,24,16,670031.0,Alzarri Joseph,3.0,0.0,30.0,0.0,,,,,,,False,"Back of a length ball and he's found the gap to perfection. On leg stump, he gets across, and pulls it neatly in the gap between square leg and deep fine  leg",,
217030,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,18,3,0,"Mohammed Siraj to Dube, no run",False,False,False,714451,Shivam Dube,24,22,940973,Mohammed Siraj,3.3,0,34,0,234675,Ravindra Jadeja,24,16,670031.0,Alzarri Joseph,3.0,0.0,30.0,0.0,,,,,,,False,"Banged in short outside off, he misses his ramp as the ball goes to the keeper.",,
217040,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,18,4,0,"Mohammed Siraj to Dube, no run",False,False,False,714451,Shivam Dube,24,23,940973,Mohammed Siraj,3.4,0,34,0,234675,Ravindra Jadeja,24,16,670031.0,Alzarri Joseph,3.0,0.0,30.0,0.0,,,,,,,False,"Low full toss outside off, he whacks it to extra cover. No run there",,
217050,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,18,5,4,"Mohammed Siraj to Dube, FOUR",True,False,False,714451,Shivam Dube,28,24,940973,Mohammed Siraj,3.5,0,38,0,234675,Ravindra Jadeja,24,16,670031.0,Alzarri Joseph,3.0,0.0,30.0,0.0,,,,,,,False,He gets another four to his name! Slower back of a length ball on off. He stands tall and flat-bats it over the bowler's head. Mid-off and mid-on were in,,
217060,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,18,6,0,"Mohammed Siraj to Dube, no run",False,False,False,714451,Shivam Dube,28,25,940973,Mohammed Siraj,4.0,0,38,0,234675,Ravindra Jadeja,24,16,670031.0,Alzarri Joseph,3.0,0.0,30.0,0.0,,,,,,,False,"Banged in short outside off, he misses the ramp again",,
218010,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,19,1,1,"Joseph to Jadeja, 1 run",False,False,False,234675,Ravindra Jadeja,25,17,670031,Alzarri Joseph,3.1,0,31,0,714451,Shivam Dube,28,25,940973.0,Mohammed Siraj,4.0,0.0,38.0,0.0,,,,,,,False,"Back of a length ball on off, he pulls to deep midwicket",,
218030,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,19,2,0,"Joseph to Dube, no run",False,False,False,714451,Shivam Dube,28,26,670031,Alzarri Joseph,3.2,0,32,0,234675,Ravindra Jadeja,25,17,940973.0,Mohammed Siraj,4.0,0.0,38.0,0.0,,,,,,,False,"Banged in short now, good bumper this aiming at Dube's body. He is beaten for pace",,
218020,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,19,2,1,"Joseph to Dube, 1 wide",False,True,False,714451,Shivam Dube,28,25,670031,Alzarri Joseph,3.1,0,32,0,234675,Ravindra Jadeja,25,17,940973.0,Mohammed Siraj,4.0,0.0,38.0,0.0,,,,,,,False,Goes fuller and down leg even as Dube was looking to back away. Called a wide.,,
218040,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,19,3,6,"Joseph to Dube, SIX",True,False,False,714451,Shivam Dube,34,27,670031,Alzarri Joseph,3.3,0,38,0,234675,Ravindra Jadeja,25,17,940973.0,Mohammed Siraj,4.0,0.0,38.0,0.0,,,,,,,False,<strong>TONKED!</strong> There was some aggression from Dube on that six. Banged in short outside off. He unleashes the pull and sends the ball soaring over deep backward square leg.,,
218050,2024.0,1422119,CSK v RCB,CSK,RCB,CSK,2,19,4,4,"Joseph to Dube, 4 leg byes",False,False,False,714451,Shivam Dube,34,28,670031,Alzarri Joseph,3.4,0,38,0,234675,Ravindra Jadeja,25,17,940973.0,Mohammed Siraj,4.0,0.0,38.0,0.0,,,,,,,False,"<b>That's that!</b> CSK's winning run against RCB at Fort Chepauk continues. There is a review, but more in desperation, I think. Aims for the yorker that hits Dube's pad and goes to the fine leg fence. Ball tracker confirms the ball pitched outside leg. <b>Ruturaj Gaikwad has made a winning start to his captaincy tenure.</b>",,"<p>IPL 2024 gets off to a rousing start with CSK getting the better of RCB at Chepauk yet again. If you missed any of the action, Deiva's report will be in soon. That's it from us tonight. Thanks everyone for tuning in. It's a double-header tomorrow and we will be live nice and early to bring all the action. Till then, this is me Ashish signing off on behalf of Sidharth, Thilak and Chandan. Ciao!</p><p><b>Mustafizur Rahman is the player of the match for his 4 for 29. </b></p><p><b>CSK captain, Ruturaj Gaikwad:</b> Total control right from the start. 2-3 overs here and there but once the spinners came on, we were in control. 10-15 runs lesser would have been great but they came back well. [Turning point?] To get Maxwell and even Faf out, the quick wickets were the turning point. Helps to control the next five-six overs. That was the main point. [Captaincy debut] I have always enjoyed it. Haven't felt the additional pressure, right from the state side. Not even a single time I felt pressurized by anything. Obviously had Mahi <i>bhai</i> with me. [On the chase] Everyone is a stroke-player in our side, even Jinx. There is role clarity in the batting unit. Helps a lot. Lots of positives, but two-three things to work on. The batting, everyone chipped in. If we had a few batters from the top-order batting through, the chase would have been easier. </p><p>Presentation time. </p><p><b>Some stat nuggets from Sampath:</b> </p><p>- This is the 8th consecutive win for CSK vs RCB at Chepauk, the longest winning streak for any team against an opponent at a venue in IPL. Next best streak is for MI, who have won their last seven matches vs KKR at Wankhede.</p><p>- Ravindra Jadeja unbeaten in a successful IPL chase for the 27th time, joint-most by any batter, alongside MS Dhoni. </p><p>Amey: ""Credit to Jadeja for playing only 2 dot balls and keeping the scoreboard moving, especially when Dube was struggling.""</p><p>Afeef: ""RCB needed a better plan than just bowling short balls. Alzarri could've been used better, I feel.""</p><p><b>Rachin Ravindra</b>: Pretty complete performance by us. We held our nerves. Batting with Jinx [Rahane] and Rutu, very calm heads. Lucky we had 4-5 days of good training. I find it easier going from red ball to white ball because I think the positions are the same, [Form] It's been good. The wickets were a bit different in training but I backed myself in the game. The experience of the amazing crowd was great. Helps a lot. </p><p><b>Faf du Plessis</b>: You have to get ahead in the first six overs. Chennai squeeze you with their spinners. We lost too many wickets in the first six overs. We were 15-20 runs short on a pitch that wasn't as bad as we played in the first ten overs We were always a little bit behind trying to get ahead of the game. They were always ahead of the game. [Short ball plan] Dube wasn't comfortable with the short ball, we were trying to get a few wickets in the middle overs. But didn't happen. [Batting first] If you look at the stats, it is very in favour of batting first. It looked a bit on the drier side. The spinners, in the second innings, the ball started to grip a bit. We backed our seamers against Dube. But batting first was the right decision. [On DK and Rawat] Really good for Dinesh setting up the season for someone who hasn't really played a lot of cricket in the last year. Really important knock for himself. Rawat showed some really promise even last year. He showed composure. </p><p><b>11.55pm</b>And the wait continues. That is eight wins on the bounce for CSK against RCB at Chepauk. And a clinical win it was to kick-off IPL 2024. It was Rachin Ravindra, on IPL debut, who gave the chase a flying start with a 15-ball 37. Rahane also did his bit scoring a quick 27. RCB did come back into the game with a few quick wickets as they adopted the short ball plan. But I felt they over-did it. Dube was clearly struggling initially, but once he survived, run-scoring was easy. Jadeja did his bit in rotating the strike, and eventually CSK got home with eight balls to spare. While RCB's middle order collapsed, CSK had all their batters contributing. And that was the difference between the two teams.</p>"
110,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,1,1,"Curran to Warner, 1 run",False,False,False,219889,David Warner,1,1,662973,Sam Curran,0.1,0,1,0,272450,Mitchell Marsh,0,0,,,,,,,,,,,,,False,"no swing, gentle pace, dropped into the leg side for him","<p><strong>3.30pm</strong> A slip and a short third for Warner. Here we go</p><p><strong>3.28pm</strong> David Warner and Mitchell Marsh walk out to open for DC. Looks like Sam Curran will take the new ball.</p><p><strong>3.20pm</strong> TIL: Former India legspinner Sairaj Bahutule was the friend of the son of ghazal singers Jagjit Singh and Chitra Singh. Vivek Singh lost his life in a car accident, and Bahutule was in the car when it happened. It was such a tragic incident for the family who were never the same again.</p><p>Bahutule survived but sustained multiple fractures. He is now a coach at NCA, and his experience of coming back from that trauma has helped Rishabh Pant in his recovery. That, and more in Nagraj Gollapudi's <a href=""https://www.espncricinfo.com/story/ipl-2024-rishabh-pant-is-back-celebrating-life-loving-cricket-1425835"">piece tracking this Pant comeback</a>. It is so life-affirming that Pant has made it back, and that he has done so not by targeting the comeback but by enjoying small little things on the way back.</p><p><strong>3.10pm</strong>  	</p><p><strong>Delhi Capitals</strong> MR Marsh, DA Warner, SD Hope, RR Pant*†, T Stubbs, AR Patel, Sumit Kumar, Kuldeep Yadav, RK Bhui, KK Ahmed, I Sharma</p><p><strong>Punjab Kings</strong> S Dhawan*, JM Bairstow, LS Livingstone, JM Sharma†, SM Curran, HV Patel, Harpreet Brar, Shashank Singh, K Rabada, RD Chahar, Arshdeep Singh</p><p>So Anrich Nortje is still not fit. What a blow it has been for DC.</p><p><strong>3.02pm</strong> Home captain Shikhar Dhawan has won the toss, and <strong>PBKS will field first</strong>. The main reason for this is because they are not quite sure what to expect from the new ground. Livingstone, Bairstow, Curran and Rabada are their overseas players.</p><p>""It is a really emotional time for me,"" Pant says. ""I just want to enjoy every moment on the filed. Looking forward to my first match back. Really excited for the season.""</p><p>Warner, Marsh, Hope and Stubbs are DC's overseas players. DC would have batted forst anyway. Hope is a surprise choice there. </p><p><strong>3pm</strong> Thanks Ekanth. hello y'all. Looks like good batting conditions. The new ground in Mullanpur looks beautiful, but there is no cover from the sun in the stands. </p><p>I see Risbhabh Pant walk out with a mic for the toss. What a life-affirming sight. I am not one for body language analysis, but whoever I see greeting Pant looks like they are just in awe of the comeback he has made to professional cricket after that dreadful accident</p><p><strong>Pitch report:</strong> The straight boundary is 75 metres and the square ones are in the mid-60s. Fine boundaries, at 60 metres, are shorter. I couldn't catch the ends in the graphic. Matthew Hayden says there's a lot of mystique around new venues. Cricketers don't like change. Says the pitch is rock-hard and it's a black-soil track, not a lot of grass, which means there won't be much turn for the spinners and seamers won't be excited. There's a lot of breeze coming in, the longer boundaries will be difficult to hit. It's probably a 8.5 or 9-run per over pitch. </p><p>Toss coming up soon, Sidharth Monga will be in to take you through it.</p><p>Afeef: ""So happy to see Pant back on a cricket field. Hope he does something special today.""</p><p><strong>Punjab Kings Season Preview</strong> <a href=""https://www.espncricinfo.com/cricket-videos/ipl-2024-punjab-kings-tom-moody-wasim-jaffer-and-mitchell-mcclenaghan-discuss-1425816"">Wasim Jaffer answers whether they have enough in-form overseas players</a></p><p><strong>2:50pm</strong> Nagraj, who's in India and will be on the road through IPL 2024, has been exploring. He takes you through the story behind feature-rich <a href=""https://espncricinfo.com/story/ipl-2024-your-guide-to-mullanpurs-maharaja-yadavindra-singh-cricket-stadium-1425589"">Maharaja Yadavindra Singh Stadium here</a>. It's a venue where fast bowlers have had their tails up in the Syed Mushtaq Ali Trophy, India's domestic T20 comp. With the <a href=""https://www.espncricinfo.com/story/ipl-2024-to-allow-two-bouncers-per-over-1413422"">two-bouncer rule </a>coming in this season, it'll be fun to see how bowlers use it, especially after how RCB went full-on with the tactic against CSK last night. <a href=""https://www.espncricinfo.com/story/dale-steyn-and-harshal-patel-let-s-see-them-pull-the-ball-not-put-their-foot-down-and-bully-you-down-the-ground-1425268"">Dale Steyn and Harshal Patel have talked about it too</a>.</p><p>Mustafa Moudi : ""While all focus this season is on Dhoni, I feel this could be the final season for the man who holds most Orange Caps in IPL History - David Warner as he has been announcing hos retirement one after the other. Hoping for a rocking finish to his IPL Career!!""</p><p>Junaid Anwar: ""Mansur Ali Khan pataudi too had a car accident at 20 which left his one eye permanently damaged,he came back to play and became captain as well,so much similarity to pant.""</p><p><strong>Capitals' season Preview</strong> <a href=""https://www.espncricinfo.com/cricket-videos/wasim-jaffer-delhi-capitals-rely-heavily-on-david-warner-1425806"">Jaffer says they rely heavily on Warner</a></p><p><strong>2:40pm</strong> Sairaj Bahutule, who had suffered a serious accident himself, chatted with Nagraj Gollapudi about Pant. Ricky Ponting too talked about the 'amazing story'. <a href=""https://www.espncricinfo.com/story/ipl-2024-rishabh-pant-is-back-celebrating-life-loving-cricket-1425835"">Check it out</a>. Pant, himself talked about his comeback and the rollercoaster of emotions around it. <a href=""https://www.espncricinfo.com/story/ipl-2024-jittery-nervous-excited-rishabh-pant-ahead-of-his-comeback-1425777"">You can find that here</a>. He's getting on his gloves to do some drills now btw, Sourav Ganguly, on one knee, is underarming balls from closeby. Pant's focusing on getting down and lossening up. Will be interesting to see how he keeps today. Warner is out for some throwdowns too.</p><p><strong>Match Preview</strong> <a href=""https://www.espncricinfo.com/series/indian-premier-league-2024-1410320/punjab-kings-vs-delhi-capitals-2nd-match-1422120/match-preview"">Pant's return eclipses all else as Kings vs Capitals launches IPL's 36th venue</a></p><p><strong>2:30pm</strong> Rishabh Pant makes his return to top-level professional cricket after recovering from a life-threatening accident in late 2022. It's hugely significant as he takes back the reins of Delhi Capitals in their season opener against Punjab Kings. For Kings, this is a new start at a new home, in Mullanpur. It's a sunny day, there's a dance ceremony going on. There's a big logo across the centre of the ground and the dancers are out wearing traditional clothing, songs are on rotation, there's some swords and acrobatics too. There's a smattering of people in the stands, that might build up as we move forward.</p>",
120,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,2,4,"Curran to Marsh, FOUR",True,False,False,272450,Mitchell Marsh,4,1,662973,Sam Curran,0.2,0,5,0,219889,David Warner,1,1,,,,,,,,,,,,,False,"this ball swings, and swings too far down leg. Marsh expertly glances it fine of short fine for four",<p>Fine leg up for Marsh</p>,
130,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,3,4,"Curran to Marsh, FOUR",True,False,False,272450,Mitchell Marsh,8,2,662973,Sam Curran,0.3,0,9,0,219889,David Warner,1,1,,,,,,,,,,,,,False,"down the leg side again, and Marsh says thank you very much. This time he flicks more than glances it. To the left of short fine now",,
140,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,4,0,"Curran to Marsh, no run",False,False,False,272450,Mitchell Marsh,8,3,662973,Sam Curran,0.4,0,9,0,219889,David Warner,1,1,,,,,,,,,,,,,False,"walks at him, drives nicely, straight of mid-off, but not past him",,
160,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,5,0,"Curran to Marsh, no run",False,False,False,272450,Mitchell Marsh,8,4,662973,Sam Curran,0.5,0,10,0,219889,David Warner,1,1,,,,,,,,,,,,,False,"walks at Curran, reaches the wide ball on the half-volley, but the drive can't beat the fielder at cover",,
150,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,5,1,"Curran to Marsh, 1 wide",False,True,False,272450,Mitchell Marsh,8,3,662973,Sam Curran,0.4,0,10,0,219889,David Warner,1,1,,,,,,,,,,,,,False,"down the leg side, so far down that Marsh can't get a touch on it",,
170,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,1,6,0,"Curran to Marsh, no run",False,False,False,272450,Mitchell Marsh,8,5,662973,Sam Curran,1.0,0,10,0,219889,David Warner,1,1,,,,,,,,,,,,,False,"on a length, just outside off, defended towards mid-off",,
11010,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,1,0,"Arshdeep Singh to Warner, no run",False,False,False,219889,David Warner,1,2,1125976,Arshdeep Singh,0.1,0,0,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,"short of a length, wide, cut away to short cover-point",<p>Arshdeep Singh to make up all left-arm seam attack with the new ball. Third is up. There is also a short cover-point</p>,
11020,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,2,0,"Arshdeep Singh to Warner, no run",False,False,False,219889,David Warner,1,3,1125976,Arshdeep Singh,0.2,0,0,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,"on a length, around top of off, Warner happy to defend and get a hang of the pitch",,
11030,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,3,6,"Arshdeep Singh to Warner, SIX",True,False,False,219889,David Warner,7,4,1125976,Arshdeep Singh,0.3,0,6,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,"well he has had enough sighters. Arshdeep goes upstairs, but not high enough nor quick enough. Warner pulls him in front of square for a six",,
11040,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,4,4,"Arshdeep Singh to Warner, FOUR",True,False,False,219889,David Warner,11,5,1125976,Arshdeep Singh,0.4,0,10,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,"short, wide, and cut away. Finds the gap expertly. between cover-point and cover",,
11050,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,5,0,"Arshdeep Singh to Warner, no run",False,False,False,219889,David Warner,11,6,1125976,Arshdeep Singh,0.5,0,10,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,fuller now. No swing. On the line of off. Pushed to cover,,
11070,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,6,0,"Arshdeep Singh to Warner, no run",False,False,False,219889,David Warner,11,7,1125976,Arshdeep Singh,1.0,0,11,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,hint of swing for the first time for Arshdeep today. <b>Beats Warner</b> just outside off as he looks to loft him over mid-off,,
11060,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,2,6,1,"Arshdeep Singh to Warner, 1 wide",False,True,False,219889,David Warner,11,6,1125976,Arshdeep Singh,0.5,0,11,0,272450,Mitchell Marsh,8,5,662973.0,Sam Curran,1.0,0.0,10.0,0.0,,,,,,,False,"full and wide, too wide. Warner can't make a connection with it. Called wide",,
12020,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,1,6,"Rabada to Marsh, SIX",True,False,False,272450,Mitchell Marsh,14,6,550215,Kagiso Rabada,0.1,0,7,0,219889,David Warner,11,7,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,"Rabada is trying to bowl into the surface, but this short ball has sat up nicely for Marsh to pull for a six. He just uses his pace and helps it along behind square",,
12010,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,1,1,"Rabada to Marsh, 1 wide",False,True,False,272450,Mitchell Marsh,8,5,550215,Kagiso Rabada,0.0,0,1,0,219889,David Warner,11,7,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,bowls into the surface but way down the leg side. All three bowlers have bowled a wide at least,<p>Kagiso Rabada replaces Curran. No slip in place</p>,
12030,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,2,0,"Rabada to Marsh, no run",False,False,False,272450,Mitchell Marsh,14,7,550215,Kagiso Rabada,0.2,0,7,0,219889,David Warner,11,7,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,"short of a length, just outside off, pushed to cover",,
12040,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,3,4,"Rabada to Marsh, 4 leg byes",False,False,False,272450,Mitchell Marsh,14,8,550215,Kagiso Rabada,0.3,0,7,0,219889,David Warner,11,7,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,"short again, down the leg side again, enough of a touch on it. Off the thigh pad, I think. Goes between the keeper and short fine",,
12050,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,4,0,"Rabada to Marsh, no run",False,False,False,272450,Mitchell Marsh,14,9,550215,Kagiso Rabada,0.4,0,7,0,219889,David Warner,11,7,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,"wide length ball, doesn't get all of the drive, mis-hits to cover",,
12060,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,5,1,"Rabada to Marsh, 1 leg bye",False,False,False,272450,Mitchell Marsh,14,10,550215,Kagiso Rabada,0.5,0,7,0,219889,David Warner,11,7,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,"short of a length, into the pads, beats his bat but concedes a leg-bye",,
12070,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,3,6,0,"Rabada to Warner, no run",False,False,False,219889,David Warner,11,8,550215,Kagiso Rabada,1.0,0,7,0,272450,Mitchell Marsh,14,10,1125976.0,Arshdeep Singh,1.0,0.0,11.0,0.0,,,,,,,False,"short of a length, good carry, no room. Warner defends",,
13010,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,4,1,6,"Arshdeep Singh to Marsh, SIX",True,False,False,272450,Mitchell Marsh,20,11,1125976,Arshdeep Singh,1.1,0,17,0,219889,David Warner,11,8,550215.0,Kagiso Rabada,1.0,0.0,7.0,0.0,,,,,,,False,"lovely shot. Nice stride into the length ball, gets under it, and languidly off-drives it over mid-off. Superb shot",<p>Arshdeep continues</p>,
13020,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,4,2,0,"Arshdeep Singh to Marsh, OUT",False,False,False,272450,Mitchell Marsh,20,12,1125976,Arshdeep Singh,1.2,0,17,1,219889,David Warner,11,8,550215.0,Kagiso Rabada,1.0,0.0,7.0,0.0,272450.0,Mitchell Marsh,Arshdeep Singh,20.0,12.0,MR Marsh c Chahar b Arshdeep Singh 20 (16m 12b 2x4 2x6) SR: 166.66,False,"wide on the crease, wide half-volley, Marsh square-drives, but finds short cover-point to perfection. Arshdeep has got lucky with this one",<p>Around the wicket ow</p>,
13030,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,4,3,0,"Arshdeep Singh to Hope, no run",False,False,False,581379,Shai Hope,0,1,1125976,Arshdeep Singh,1.3,0,17,1,219889,David Warner,11,8,550215.0,Kagiso Rabada,1.0,0.0,7.0,0.0,,,,,,,False,"full, outside off, driven to cover",<p>Rishabh Pant moves into the dugout as Shai Hope moves out to the middle. Hope is on debut. Arsh stays around the wicket</p>,
13040,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,4,4,0,"Arshdeep Singh to Hope, no run",False,False,False,581379,Shai Hope,0,2,1125976,Arshdeep Singh,1.4,0,17,1,219889,David Warner,11,8,550215.0,Kagiso Rabada,1.0,0.0,7.0,0.0,,,,,,,False,"nearly a yoeker, Hope watchful in pushing to mid-on",,
13050,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,4,5,0,"Arshdeep Singh to Hope, no run",False,False,False,581379,Shai Hope,0,3,1125976,Arshdeep Singh,1.5,0,17,1,219889,David Warner,11,8,550215.0,Kagiso Rabada,1.0,0.0,7.0,0.0,,,,,,,False,"short of a length, no room, defensively played",<p>Back over the wicket</p>,
13060,2024.0,1422120,PBKS v DC,PBKS,DC,DC,1,4,6,1,"Arshdeep Singh to Hope, 1 run",False,False,False,581379,Shai Hope,1,4,1125976,Arshdeep Singh,2.0,0,18,1,219889,David Warner,11,8,550215.0,Kagiso Rabada,1.0,0.0,7.0,0.0,,,,,,,False,"Hope's first run in the IPL as he drops and runs. Arsh has bowled a slower ball, which means Hope aborts any designs he might have on a big shot",,
